uri1	AGROVOC LABELS	match	GEMET LABELS	uri2	
http://aims.fao.org/aos/agrovoc/c_7702	Thallium	http://www.w3.org/2004/02/skos/mapping#exactMatch	thallium	http://www.eionet.europa.eu/gemet/concept/8428
http://aims.fao.org/aos/agrovoc/c_7715	therapy	http://www.w3.org/2004/02/skos/mapping#exactMatch	therapy	http://www.eionet.europa.eu/gemet/concept/8435
http://aims.fao.org/aos/agrovoc/c_7796	Tobacco	http://www.w3.org/2004/02/skos/mapping#exactMatch	tobacco	http://www.eionet.europa.eu/gemet/concept/8501
http://aims.fao.org/aos/agrovoc/c_7822	Tourism	http://www.w3.org/2004/02/skos/mapping#exactMatch	tourism	http://www.eionet.europa.eu/gemet/concept/8522
http://aims.fao.org/aos/agrovoc/c_7825	toxic substances	http://www.w3.org/2004/02/skos/mapping#exactMatch	toxic substance	http://www.eionet.europa.eu/gemet/concept/8546
http://aims.fao.org/aos/agrovoc/c_7826	toxicity	http://www.w3.org/2004/02/skos/mapping#exactMatch	toxicity	http://www.eionet.europa.eu/gemet/concept/8538
http://aims.fao.org/aos/agrovoc/c_7827	Toxicology	http://www.w3.org/2004/02/skos/mapping#exactMatch	toxicology	http://www.eionet.europa.eu/gemet/concept/8543
http://aims.fao.org/aos/agrovoc/c_7834	Trace elements	http://www.w3.org/2004/02/skos/mapping#exactMatch	trace element	http://www.eionet.europa.eu/gemet/concept/8554
http://aims.fao.org/aos/agrovoc/c_7838	Tracheophyta	http://www.w3.org/2004/02/skos/mapping#exactMatch	tracheophyte	http://www.eionet.europa.eu/gemet/concept/8559
http://aims.fao.org/aos/agrovoc/c_7851	trade barriers	http://www.w3.org/2004/02/skos/mapping#exactMatch	trade barrier	http://www.eionet.europa.eu/gemet/concept/8567
http://aims.fao.org/aos/agrovoc/c_7861	training	http://www.w3.org/2004/02/skos/mapping#exactMatch	training	http://www.eionet.europa.eu/gemet/concept/8607
http://aims.fao.org/aos/agrovoc/c_7866	Transhumance	http://www.w3.org/2004/02/skos/mapping#exactMatch	transhumance	http://www.eionet.europa.eu/gemet/concept/11199
http://aims.fao.org/aos/agrovoc/c_7867	Transition elements	http://www.w3.org/2004/02/skos/mapping#exactMatch	transition element	http://www.eionet.europa.eu/gemet/concept/8629
http://aims.fao.org/aos/agrovoc/c_7871	Transpiration	http://www.w3.org/2004/02/skos/mapping#exactMatch	transpiration	http://www.eionet.europa.eu/gemet/concept/8630
http://aims.fao.org/aos/agrovoc/c_7878	trapping	http://www.w3.org/2004/02/skos/mapping#exactMatch	trapping	http://www.eionet.europa.eu/gemet/concept/8655
http://aims.fao.org/aos/agrovoc/c_7909	Trickle irrigation	http://www.w3.org/2004/02/skos/mapping#exactMatch	trickle irrigation	http://www.eionet.europa.eu/gemet/concept/8675
http://aims.fao.org/aos/agrovoc/c_7969	Trophic levels	http://www.w3.org/2004/02/skos/mapping#exactMatch	trophic level	http://www.eionet.europa.eu/gemet/concept/8683
http://aims.fao.org/aos/agrovoc/c_7973	Tropical climate	http://www.w3.org/2004/02/skos/mapping#exactMatch	tropical climate	http://www.eionet.europa.eu/gemet/concept/12067
http://aims.fao.org/aos/agrovoc/c_7976	Tropical rain forests	http://www.w3.org/2004/02/skos/mapping#exactMatch	tropical rain forest	http://www.eionet.europa.eu/gemet/concept/8688
http://aims.fao.org/aos/agrovoc/c_8004	Tundra	http://www.w3.org/2004/02/skos/mapping#exactMatch	tundra	http://www.eionet.europa.eu/gemet/concept/8704
http://aims.fao.org/aos/agrovoc/c_8046	Ultraviolet radiation	http://www.w3.org/2004/02/skos/mapping#exactMatch	ultraviolet radiation	http://www.eionet.europa.eu/gemet/concept/8742
http://aims.fao.org/aos/agrovoc/c_8059	Underground storage	http://www.w3.org/2004/02/skos/mapping#exactMatch	underground storage	http://www.eionet.europa.eu/gemet/concept/8758
http://aims.fao.org/aos/agrovoc/c_8061	Unemployment	http://www.w3.org/2004/02/skos/mapping#exactMatch	unemployment	http://www.eionet.europa.eu/gemet/concept/8768
http://aims.fao.org/aos/agrovoc/c_8084	Uranium	http://www.w3.org/2004/02/skos/mapping#exactMatch	uranium	http://www.eionet.europa.eu/gemet/concept/8791
http://aims.fao.org/aos/agrovoc/c_8085	urban areas	http://www.w3.org/2004/02/skos/mapping#exactMatch	urban area	http://www.eionet.europa.eu/gemet/concept/8797
http://aims.fao.org/aos/agrovoc/c_8086	Urban population	http://www.w3.org/2004/02/skos/mapping#exactMatch	urban population	http://www.eionet.europa.eu/gemet/concept/8834
http://aims.fao.org/aos/agrovoc/c_8154	Vanadium	http://www.w3.org/2004/02/skos/mapping#exactMatch	vanadium	http://www.eionet.europa.eu/gemet/concept/8893
http://aims.fao.org/aos/agrovoc/c_8176	vegetation	http://www.w3.org/2004/02/skos/mapping#exactMatch	vegetation	http://www.eionet.europa.eu/gemet/concept/8922
http://aims.fao.org/aos/agrovoc/c_8188	Ventilation	http://www.w3.org/2004/02/skos/mapping#exactMatch	ventilation	http://www.eionet.europa.eu/gemet/concept/8940
http://aims.fao.org/aos/agrovoc/c_8196	vertebrates	http://www.w3.org/2004/02/skos/mapping#exactMatch	vertebrate	http://www.eionet.europa.eu/gemet/concept/8946
http://aims.fao.org/aos/agrovoc/c_8206	Veterinary medicine	http://www.w3.org/2004/02/skos/mapping#exactMatch	veterinary medicine	http://www.eionet.europa.eu/gemet/concept/8951
http://aims.fao.org/aos/agrovoc/c_8211	Vibration	http://www.w3.org/2004/02/skos/mapping#exactMatch	vibration	http://www.eionet.europa.eu/gemet/concept/8959
http://aims.fao.org/aos/agrovoc/c_8259	Virology	http://www.w3.org/2004/02/skos/mapping#exactMatch	virology	http://www.eionet.europa.eu/gemet/concept/8974
http://aims.fao.org/aos/agrovoc/c_8277	Viticulture	http://www.w3.org/2004/02/skos/mapping#exactMatch	viticulture	http://www.eionet.europa.eu/gemet/concept/8987
http://aims.fao.org/aos/agrovoc/c_8285	Vocational training	http://www.w3.org/2004/02/skos/mapping#exactMatch	vocational training	http://www.eionet.europa.eu/gemet/concept/8992
http://aims.fao.org/aos/agrovoc/c_8286	Volcanic areas	http://www.w3.org/2004/02/skos/mapping#exactMatch	volcanic area	http://www.eionet.europa.eu/gemet/concept/8997
http://aims.fao.org/aos/agrovoc/c_8304	Wastage	http://www.w3.org/2004/02/skos/mapping#exactMatch	wastage	http://www.eionet.europa.eu/gemet/concept/9040
http://aims.fao.org/aos/agrovoc/c_8305	Waste disposal	http://www.w3.org/2004/02/skos/mapping#exactMatch	waste disposal	http://www.eionet.europa.eu/gemet/concept/9062
http://aims.fao.org/aos/agrovoc/c_8307	wastes	http://www.w3.org/2004/02/skos/mapping#exactMatch	waste	http://www.eionet.europa.eu/gemet/concept/9041
http://aims.fao.org/aos/agrovoc/c_8315	Water conservation	http://www.w3.org/2004/02/skos/mapping#exactMatch	water conservation	http://www.eionet.europa.eu/gemet/concept/9159
http://aims.fao.org/aos/agrovoc/c_8318	Water erosion	http://www.w3.org/2004/02/skos/mapping#exactMatch	water erosion	http://www.eionet.europa.eu/gemet/concept/9168
http://aims.fao.org/aos/agrovoc/c_8320	water management	http://www.w3.org/2004/02/skos/mapping#exactMatch	water management	http://www.eionet.europa.eu/gemet/concept/9195
http://aims.fao.org/aos/agrovoc/c_8321	Water pollution	http://www.w3.org/2004/02/skos/mapping#exactMatch	water pollution	http://www.eionet.europa.eu/gemet/concept/9202
http://aims.fao.org/aos/agrovoc/c_8322	Water power	http://www.w3.org/2004/02/skos/mapping#exactMatch	water power	http://www.eionet.europa.eu/gemet/concept/4122
http://aims.fao.org/aos/agrovoc/c_8324	Water reservoirs	http://www.w3.org/2004/02/skos/mapping#exactMatch	water reservoir	http://www.eionet.europa.eu/gemet/concept/12248
http://aims.fao.org/aos/agrovoc/c_8325	Water resources	http://www.w3.org/2004/02/skos/mapping#exactMatch	water resource	http://www.eionet.europa.eu/gemet/concept/9221
http://aims.fao.org/aos/agrovoc/c_8328	water supply	http://www.w3.org/2004/02/skos/mapping#exactMatch	water supply	http://www.eionet.europa.eu/gemet/concept/9244
http://aims.fao.org/aos/agrovoc/c_8331	waterfowl	http://www.w3.org/2004/02/skos/mapping#exactMatch	waterfowl	http://www.eionet.europa.eu/gemet/concept/9183
http://aims.fao.org/aos/agrovoc/c_8340	Weather forecasting	http://www.w3.org/2004/02/skos/mapping#exactMatch	weather forecasting	http://www.eionet.europa.eu/gemet/concept/9278
http://aims.fao.org/aos/agrovoc/c_8345	Weed control	http://www.w3.org/2004/02/skos/mapping#exactMatch	weed control	http://www.eionet.europa.eu/gemet/concept/9281
http://aims.fao.org/aos/agrovoc/c_8349	Weight	http://www.w3.org/2004/02/skos/mapping#exactMatch	weight	http://www.eionet.europa.eu/gemet/concept/9286
http://aims.fao.org/aos/agrovoc/c_8355	West Africa	http://www.w3.org/2004/02/skos/mapping#exactMatch	West Africa	http://www.eionet.europa.eu/gemet/concept/9293
http://aims.fao.org/aos/agrovoc/c_8364	Western Europe	http://www.w3.org/2004/02/skos/mapping#exactMatch	Western Europe	http://www.eionet.europa.eu/gemet/concept/9295
http://aims.fao.org/aos/agrovoc/c_8372	whales	http://www.w3.org/2004/02/skos/mapping#exactMatch	whale	http://www.eionet.europa.eu/gemet/concept/9302
http://aims.fao.org/aos/agrovoc/c_8376	Whey	http://www.w3.org/2004/02/skos/mapping#exactMatch	whey	http://www.eionet.europa.eu/gemet/concept/12395
http://aims.fao.org/aos/agrovoc/c_8389	Wildlife	http://www.w3.org/2004/02/skos/mapping#exactMatch	wildlife	http://www.eionet.europa.eu/gemet/concept/9313
http://aims.fao.org/aos/agrovoc/c_8393	Wind erosion	http://www.w3.org/2004/02/skos/mapping#exactMatch	wind erosion	http://www.eionet.europa.eu/gemet/concept/9330
http://aims.fao.org/aos/agrovoc/c_8394	Wind power	http://www.w3.org/2004/02/skos/mapping#exactMatch	wind power	http://www.eionet.europa.eu/gemet/concept/9335
http://aims.fao.org/aos/agrovoc/c_8428	wood preservation	http://www.w3.org/2004/02/skos/mapping#exactMatch	wood preservation	http://www.eionet.europa.eu/gemet/concept/9356
http://aims.fao.org/aos/agrovoc/c_8436	Wool	http://www.w3.org/2004/02/skos/mapping#exactMatch	wool	http://www.eionet.europa.eu/gemet/concept/9363
http://aims.fao.org/aos/agrovoc/c_8448	Working conditions	http://www.w3.org/2004/02/skos/mapping#exactMatch	working condition	http://www.eionet.europa.eu/gemet/concept/9369
http://aims.fao.org/aos/agrovoc/c_8449	working hours	http://www.w3.org/2004/02/skos/mapping#exactMatch	working hours	http://www.eionet.europa.eu/gemet/concept/9371
http://aims.fao.org/aos/agrovoc/c_8453	X rays	http://www.w3.org/2004/02/skos/mapping#exactMatch	X ray	http://www.eionet.europa.eu/gemet/concept/9398
http://aims.fao.org/aos/agrovoc/c_20119	Zinc	http://www.w3.org/2004/02/skos/mapping#exactMatch	zinc	http://www.eionet.europa.eu/gemet/concept/9412
http://aims.fao.org/aos/agrovoc/c_8529	Zoology	http://www.w3.org/2004/02/skos/mapping#exactMatch	zoology	http://www.eionet.europa.eu/gemet/concept/9425
http://aims.fao.org/aos/agrovoc/c_8532	Animal husbandry	http://www.w3.org/2004/02/skos/mapping#exactMatch	animal husbandry	http://www.eionet.europa.eu/gemet/concept/429
http://aims.fao.org/aos/agrovoc/c_8601	Acidity	http://www.w3.org/2004/02/skos/mapping#exactMatch	acidity	http://www.eionet.europa.eu/gemet/concept/47
http://aims.fao.org/aos/agrovoc/c_8611	Activated sludge	http://www.w3.org/2004/02/skos/mapping#exactMatch	activated sludge	http://www.eionet.europa.eu/gemet/concept/73
http://aims.fao.org/aos/agrovoc/c_8629	Adult education	http://www.w3.org/2004/02/skos/mapping#exactMatch	adult education	http://www.eionet.europa.eu/gemet/concept/122
http://aims.fao.org/aos/agrovoc/c_8634	Aerial photography	http://www.w3.org/2004/02/skos/mapping#exactMatch	aerial photography	http://www.eionet.europa.eu/gemet/concept/14165
http://aims.fao.org/aos/agrovoc/c_8671	Agricultural disasters	http://www.w3.org/2004/02/skos/mapping#exactMatch	agricultural disaster	http://www.eionet.europa.eu/gemet/concept/11157
http://aims.fao.org/aos/agrovoc/c_8672	Agricultural economics	http://www.w3.org/2004/02/skos/mapping#exactMatch	agricultural economics	http://www.eionet.europa.eu/gemet/concept/193
http://aims.fao.org/aos/agrovoc/c_8673	Agricultural engineering	http://www.w3.org/2004/02/skos/mapping#exactMatch	agricultural engineering	http://www.eionet.europa.eu/gemet/concept/195
http://aims.fao.org/aos/agrovoc/c_8678	Agricultural products	http://www.w3.org/2004/02/skos/mapping#exactMatch	agricultural product	http://www.eionet.europa.eu/gemet/concept/220
http://aims.fao.org/aos/agrovoc/c_8683	Agricultural wastes	http://www.w3.org/2004/02/skos/mapping#exactMatch	agricultural waste	http://www.eionet.europa.eu/gemet/concept/229
http://aims.fao.org/aos/agrovoc/c_8689	Agrometeorology	http://www.w3.org/2004/02/skos/mapping#exactMatch	agrometeorology	http://www.eionet.europa.eu/gemet/concept/241
http://aims.fao.org/aos/agrovoc/c_8784	Analytical chemistry	http://www.w3.org/2004/02/skos/mapping#exactMatch	analytical chemistry	http://www.eionet.europa.eu/gemet/concept/399
http://aims.fao.org/aos/agrovoc/c_8811	Animal behaviour	http://www.w3.org/2004/02/skos/mapping#exactMatch	animal behaviour	http://www.eionet.europa.eu/gemet/concept/415
http://aims.fao.org/aos/agrovoc/c_8812	Animal biology	http://www.w3.org/2004/02/skos/mapping#exactMatch	animal biology	http://www.eionet.europa.eu/gemet/concept/11868
http://aims.fao.org/aos/agrovoc/c_8961	artificial lakes	http://www.w3.org/2004/02/skos/mapping#exactMatch	artificial lake	http://www.eionet.europa.eu/gemet/concept/579
http://aims.fao.org/aos/agrovoc/c_8994	Atmosphere	http://www.w3.org/2004/02/skos/mapping#exactMatch	atmosphere	http://www.eionet.europa.eu/gemet/concept/617
http://aims.fao.org/aos/agrovoc/c_9048	Bactericides	http://www.w3.org/2004/02/skos/mapping#exactMatch	bactericide	http://www.eionet.europa.eu/gemet/concept/700
http://aims.fao.org/aos/agrovoc/c_9077	Banking	http://www.w3.org/2004/02/skos/mapping#exactMatch	banking	http://www.eionet.europa.eu/gemet/concept/716
http://aims.fao.org/aos/agrovoc/c_9089	Barrier reefs	http://www.w3.org/2004/02/skos/mapping#exactMatch	barrier reef	http://www.eionet.europa.eu/gemet/concept/10175
http://aims.fao.org/aos/agrovoc/c_9260	Bioclimatology	http://www.w3.org/2004/02/skos/mapping#exactMatch	bioclimatology	http://www.eionet.europa.eu/gemet/concept/818
http://aims.fao.org/aos/agrovoc/c_9261	Biodegradation	http://www.w3.org/2004/02/skos/mapping#exactMatch	biodegradation	http://www.eionet.europa.eu/gemet/concept/826
http://aims.fao.org/aos/agrovoc/c_9262	Biogas	http://www.w3.org/2004/02/skos/mapping#exactMatch	biogas	http://www.eionet.europa.eu/gemet/concept/832
http://aims.fao.org/aos/agrovoc/c_9421	Respiration	http://www.w3.org/2004/02/skos/mapping#exactMatch	respiration	http://www.eionet.europa.eu/gemet/concept/7176
http://aims.fao.org/aos/agrovoc/c_9445	Brooding	http://www.w3.org/2004/02/skos/mapping#exactMatch	brooding	http://www.eionet.europa.eu/gemet/concept/1014
http://aims.fao.org/aos/agrovoc/c_9752	Chemical engineering	http://www.w3.org/2004/02/skos/mapping#exactMatch	chemical engineering	http://www.eionet.europa.eu/gemet/concept/1305
http://aims.fao.org/aos/agrovoc/c_9949	Coastal erosion	http://www.w3.org/2004/02/skos/mapping#exactMatch	coastal erosion	http://www.eionet.europa.eu/gemet/concept/1519
http://aims.fao.org/aos/agrovoc/c_10154	Hydroculture	http://www.w3.org/2004/02/skos/mapping#exactMatch	hydroculture	http://www.eionet.europa.eu/gemet/concept/4095
http://aims.fao.org/aos/agrovoc/c_10289	Data processing	http://www.w3.org/2004/02/skos/mapping#exactMatch	data processing	http://www.eionet.europa.eu/gemet/concept/1986
http://aims.fao.org/aos/agrovoc/c_10328	Demography	http://www.w3.org/2004/02/skos/mapping#exactMatch	demography	http://www.eionet.europa.eu/gemet/concept/2060
http://aims.fao.org/aos/agrovoc/c_10391	Natural disasters	http://www.w3.org/2004/02/skos/mapping#exactMatch	natural disaster	http://www.eionet.europa.eu/gemet/concept/5496
http://aims.fao.org/aos/agrovoc/c_10397	disinfection	http://www.w3.org/2004/02/skos/mapping#exactMatch	disinfection	http://www.eionet.europa.eu/gemet/concept/2238
http://aims.fao.org/aos/agrovoc/c_10457	Draught animals	http://www.w3.org/2004/02/skos/mapping#exactMatch	draught animal	http://www.eionet.europa.eu/gemet/concept/2324
http://aims.fao.org/aos/agrovoc/c_10463	Drinking water	http://www.w3.org/2004/02/skos/mapping#exactMatch	drinking water	http://www.eionet.europa.eu/gemet/concept/2339
http://aims.fao.org/aos/agrovoc/c_10598	Endocrinology	http://www.w3.org/2004/02/skos/mapping#exactMatch	endocrinology	http://www.eionet.europa.eu/gemet/concept/2706
http://aims.fao.org/aos/agrovoc/c_10608	Energy conversion	http://www.w3.org/2004/02/skos/mapping#exactMatch	energy conversion	http://www.eionet.europa.eu/gemet/concept/2716
http://aims.fao.org/aos/agrovoc/c_10677	Ethanol	http://www.w3.org/2004/02/skos/mapping#exactMatch	ethanol	http://www.eionet.europa.eu/gemet/concept/12017
http://aims.fao.org/aos/agrovoc/c_10679	Ethology	http://www.w3.org/2004/02/skos/mapping#exactMatch	ethology	http://www.eionet.europa.eu/gemet/concept/2984
http://aims.fao.org/aos/agrovoc/c_10743	Farm buildings	http://www.w3.org/2004/02/skos/mapping#exactMatch	farm building	http://www.eionet.europa.eu/gemet/concept/3123
http://aims.fao.org/aos/agrovoc/c_10962	Food contamination	http://www.w3.org/2004/02/skos/mapping#exactMatch	food contamination	http://www.eionet.europa.eu/gemet/concept/3365
http://aims.fao.org/aos/agrovoc/c_10965	Food quality	http://www.w3.org/2004/02/skos/mapping#exactMatch	food quality	http://www.eionet.europa.eu/gemet/concept/3380
http://aims.fao.org/aos/agrovoc/c_10980	Foreign trade	http://www.w3.org/2004/02/skos/mapping#exactMatch	foreign trade	http://www.eionet.europa.eu/gemet/concept/3405
http://aims.fao.org/aos/agrovoc/c_11097	Gas chromatography	http://www.w3.org/2004/02/skos/mapping#exactMatch	gas chromatography	http://www.eionet.europa.eu/gemet/concept/3567
http://aims.fao.org/aos/agrovoc/c_11116	gene banks	http://www.w3.org/2004/02/skos/mapping#exactMatch	gene bank	http://www.eionet.europa.eu/gemet/concept/3613
http://aims.fao.org/aos/agrovoc/c_11350	Green revolution	http://www.w3.org/2004/02/skos/mapping#exactMatch	green revolution	http://www.eionet.europa.eu/gemet/concept/3768
http://aims.fao.org/aos/agrovoc/c_11364	Gross national product	http://www.w3.org/2004/02/skos/mapping#exactMatch	gross national product	http://www.eionet.europa.eu/gemet/concept/3777
http://aims.fao.org/aos/agrovoc/c_11371	Group behaviour	http://www.w3.org/2004/02/skos/mapping#exactMatch	group behaviour	http://www.eionet.europa.eu/gemet/concept/3788
http://aims.fao.org/aos/agrovoc/c_11634	Human pathology	http://www.w3.org/2004/02/skos/mapping#exactMatch	human pathology	http://www.eionet.europa.eu/gemet/concept/4054
http://aims.fao.org/aos/agrovoc/c_11650	hurricanes	http://www.w3.org/2004/02/skos/mapping#exactMatch	hurricane	http://www.eionet.europa.eu/gemet/concept/4077
http://aims.fao.org/aos/agrovoc/c_11669	Hydrogeology	http://www.w3.org/2004/02/skos/mapping#exactMatch	hydrogeology	http://www.eionet.europa.eu/gemet/concept/4108
http://aims.fao.org/aos/agrovoc/c_11722	Income tax	http://www.w3.org/2004/02/skos/mapping#exactMatch	income tax	http://www.eionet.europa.eu/gemet/concept/13252
http://aims.fao.org/aos/agrovoc/c_11763	Industrial wastes	http://www.w3.org/2004/02/skos/mapping#exactMatch	industrial waste	http://www.eionet.europa.eu/gemet/concept/4273
http://aims.fao.org/aos/agrovoc/c_11769	information systems	http://www.w3.org/2004/02/skos/mapping#exactMatch	information system	http://www.eionet.europa.eu/gemet/concept/4311
http://aims.fao.org/aos/agrovoc/c_11795	Insectivores	http://www.w3.org/2004/02/skos/mapping#exactMatch	insectivore	http://www.eionet.europa.eu/gemet/concept/4356
http://aims.fao.org/aos/agrovoc/c_11828	Ionizing radiation	http://www.w3.org/2004/02/skos/mapping#exactMatch	ionising radiation	http://www.eionet.europa.eu/gemet/concept/4491
http://aims.fao.org/aos/agrovoc/c_12315	macroeconomics	http://www.w3.org/2004/02/skos/mapping#exactMatch	macroeconomics	http://www.eionet.europa.eu/gemet/concept/4957
http://aims.fao.org/aos/agrovoc/c_12399	marine biology	http://www.w3.org/2004/02/skos/mapping#exactMatch	marine biology	http://www.eionet.europa.eu/gemet/concept/5027
http://aims.fao.org/aos/agrovoc/c_12457	Measuring instruments	http://www.w3.org/2004/02/skos/mapping#exactMatch	measuring instrument	http://www.eionet.europa.eu/gemet/concept/10088
http://aims.fao.org/aos/agrovoc/c_12522	methodology	http://www.w3.org/2004/02/skos/mapping#exactMatch	methodology	http://www.eionet.europa.eu/gemet/concept/5203
http://aims.fao.org/aos/agrovoc/c_12600	Mineral waters	http://www.w3.org/2004/02/skos/mapping#exactMatch	mineral water	http://www.eionet.europa.eu/gemet/concept/5279
http://aims.fao.org/aos/agrovoc/c_12676	mountains	http://www.w3.org/2004/02/skos/mapping#exactMatch	mountain	http://www.eionet.europa.eu/gemet/concept/5401
http://aims.fao.org/aos/agrovoc/c_12679	Mowing	http://www.w3.org/2004/02/skos/mapping#exactMatch	mowing	http://www.eionet.europa.eu/gemet/concept/5412
http://aims.fao.org/aos/agrovoc/c_12834	Nitrification	http://www.w3.org/2004/02/skos/mapping#exactMatch	nitrification	http://www.eionet.europa.eu/gemet/concept/5598
http://aims.fao.org/aos/agrovoc/c_12837	Nitrosamines	http://www.w3.org/2004/02/skos/mapping#exactMatch	nitrosamine	http://www.eionet.europa.eu/gemet/concept/5618
http://aims.fao.org/aos/agrovoc/c_12868	Nutrient balance	http://www.w3.org/2004/02/skos/mapping#exactMatch	nutrient balance	http://www.eionet.europa.eu/gemet/concept/5757
http://aims.fao.org/aos/agrovoc/c_12889	Oceanography	http://www.w3.org/2004/02/skos/mapping#exactMatch	oceanography	http://www.eionet.europa.eu/gemet/concept/5797
http://aims.fao.org/aos/agrovoc/c_12930	Oncology	http://www.w3.org/2004/02/skos/mapping#exactMatch	oncology	http://www.eionet.europa.eu/gemet/concept/5870
http://aims.fao.org/aos/agrovoc/c_13280	Pharmacokinetics	http://www.w3.org/2004/02/skos/mapping#exactMatch	pharmacokinetics	http://www.eionet.europa.eu/gemet/concept/6180
http://aims.fao.org/aos/agrovoc/c_13300	phenols	http://www.w3.org/2004/02/skos/mapping#exactMatch	phenol	http://www.eionet.europa.eu/gemet/concept/6183
http://aims.fao.org/aos/agrovoc/c_13344	Phytoplankton	http://www.w3.org/2004/02/skos/mapping#exactMatch	phytoplankton	http://www.eionet.europa.eu/gemet/concept/6247
http://aims.fao.org/aos/agrovoc/c_13513	Population growth	http://www.w3.org/2004/02/skos/mapping#exactMatch	population growth	http://www.eionet.europa.eu/gemet/concept/6523
http://aims.fao.org/aos/agrovoc/c_13567	Pressure groups	http://www.w3.org/2004/02/skos/mapping#exactMatch	pressure group	http://www.eionet.europa.eu/gemet/concept/6594
http://aims.fao.org/aos/agrovoc/c_13573	Primary education	http://www.w3.org/2004/02/skos/mapping#exactMatch	primary education	http://www.eionet.europa.eu/gemet/concept/6610
http://aims.fao.org/aos/agrovoc/c_13667	pulmonary diseases	http://www.w3.org/2004/02/skos/mapping#exactMatch	pulmonary disease	http://www.eionet.europa.eu/gemet/concept/6827
http://aims.fao.org/aos/agrovoc/c_13731	Radioactive tracers	http://www.w3.org/2004/02/skos/mapping#exactMatch	radioactive tracer	http://www.eionet.europa.eu/gemet/concept/6919
http://aims.fao.org/aos/agrovoc/c_13802	Reforestation	http://www.w3.org/2004/02/skos/mapping#exactMatch	reforestation	http://www.eionet.europa.eu/gemet/concept/6979
http://aims.fao.org/aos/agrovoc/c_14157	Secondary education	http://www.w3.org/2004/02/skos/mapping#exactMatch	secondary education	http://www.eionet.europa.eu/gemet/concept/7542
http://aims.fao.org/aos/agrovoc/c_14370	social conditions	http://www.w3.org/2004/02/skos/mapping#exactMatch	social condition	http://www.eionet.europa.eu/gemet/concept/7784
http://aims.fao.org/aos/agrovoc/c_14373	Social participation	http://www.w3.org/2004/02/skos/mapping#exactMatch	social participation	http://www.eionet.europa.eu/gemet/concept/7807
http://aims.fao.org/aos/agrovoc/c_14402	Soil profiles	http://www.w3.org/2004/02/skos/mapping#exactMatch	soil profile	http://www.eionet.europa.eu/gemet/concept/7882
http://aims.fao.org/aos/agrovoc/c_14415	Solar radiation	http://www.w3.org/2004/02/skos/mapping#exactMatch	solar radiation	http://www.eionet.europa.eu/gemet/concept/7912
http://aims.fao.org/aos/agrovoc/c_14425	songbirds	http://www.w3.org/2004/02/skos/mapping#exactMatch	songbird	http://www.eionet.europa.eu/gemet/concept/7927
http://aims.fao.org/aos/agrovoc/c_14498	Spectroscopy	http://www.w3.org/2004/02/skos/mapping#exactMatch	spectroscopy	http://www.eionet.europa.eu/gemet/concept/7992
http://aims.fao.org/aos/agrovoc/c_14569	state forests	http://www.w3.org/2004/02/skos/mapping#exactMatch	state forest	http://www.eionet.europa.eu/gemet/concept/10694	
http://aims.fao.org/aos/agrovoc/c_14650	Subsidence	http://www.w3.org/2004/02/skos/mapping#exactMatch	subsidence	http://www.eionet.europa.eu/gemet/concept/8163	
http://aims.fao.org/aos/agrovoc/c_14875	Thunderstorms	http://www.w3.org/2004/02/skos/mapping#exactMatch	thunderstorm	http://www.eionet.europa.eu/gemet/concept/12084	
http://aims.fao.org/aos/agrovoc/c_15043	Turbidity	http://www.w3.org/2004/02/skos/mapping#exactMatch	turbidity	http://www.eionet.europa.eu/gemet/concept/8711	
http://aims.fao.org/aos/agrovoc/c_15219	Viscosity	http://www.w3.org/2004/02/skos/mapping#exactMatch	viscosity	http://www.eionet.europa.eu/gemet/concept/8977	
http://aims.fao.org/aos/agrovoc/c_15292	Weather	http://www.w3.org/2004/02/skos/mapping#exactMatch	weather	http://www.eionet.europa.eu/gemet/concept/9269	
http://aims.fao.org/aos/agrovoc/c_15504	Industrial development	http://www.w3.org/2004/02/skos/mapping#exactMatch	industrial development	http://www.eionet.europa.eu/gemet/concept/4226	
http://aims.fao.org/aos/agrovoc/c_15509	Necrosis	http://www.w3.org/2004/02/skos/mapping#exactMatch	necrosis	http://www.eionet.europa.eu/gemet/concept/5554	
http://aims.fao.org/aos/agrovoc/c_15510	Overpopulation	http://www.w3.org/2004/02/skos/mapping#exactMatch	overpopulation	http://www.eionet.europa.eu/gemet/concept/5965	
http://aims.fao.org/aos/agrovoc/c_15520	Social groups	http://www.w3.org/2004/02/skos/mapping#exactMatch	social group	http://www.eionet.europa.eu/gemet/concept/7796	
http://aims.fao.org/aos/agrovoc/c_15521	Social indicators	http://www.w3.org/2004/02/skos/mapping#exactMatch	social indicator	http://www.eionet.europa.eu/gemet/concept/7798	
http://aims.fao.org/aos/agrovoc/c_15579	Defoliation	http://www.w3.org/2004/02/skos/mapping#exactMatch	defoliation	http://www.eionet.europa.eu/gemet/concept/2035	
http://aims.fao.org/aos/agrovoc/c_15585	greenhouse effect	http://www.w3.org/2004/02/skos/mapping#exactMatch	greenhouse effect	http://www.eionet.europa.eu/gemet/concept/3761	
http://aims.fao.org/aos/agrovoc/c_36206	Deforestation	http://www.w3.org/2004/02/skos/mapping#exactMatch	deforestation	http://www.eionet.europa.eu/gemet/concept/2036	
